source,term_id,driver_term,term_name,term_size,effective_domain_size,p_value,intersection_size,intersection
GO:CC,GO:0030312,FALSE,external encapsulating structure,10,11809,0.027889528996886685,6,"PgB01_g145,PgB01_g158,PgB15_g032,PgR006_g072,PgR030_g069,PgR269_g002"
GO:CC,GO:0031012,TRUE,extracellular matrix,10,11809,0.027889528996886685,6,"PgB01_g145,PgB01_g158,PgB15_g032,PgR006_g072,PgR030_g069,PgR269_g002"
GO:MF,GO:0005216,TRUE,monoatomic ion channel activity,211,11809,1.986933092469072e-6,55,"PgB01_g098,PgB01_g099,PgB04_g083,PgB05_g069,PgB05_g098,PgB10_g063,PgB13_g015,PgB15_g054,PgB20_g017,PgB28_g012,PgB28_g013,PgB30_g008,PgR001X_g130,PgR001X_g203,PgR003_g006,PgR004_g146,PgR006_g058,PgR006_g122,PgR006_g125,PgR007_g013,PgR007_g178,PgR009X_g190,PgR010_g177,PgR011_g157,PgR013_g083,PgR017X_g014,PgR017X_g092,PgR020_g115,PgR021_g060,PgR023_g002,PgR024_g102,PgR026_g001,PgR028_g009,PgR028_g015,PgR028_g017,PgR031_g019,PgR032X_g105,PgR033_g078,PgR034_g019,PgR035X_g007,PgR035X_g077,PgR037_g041,PgR039_g027,PgR041_g093,PgR058_g037,PgR074X_g024,PgR075_g042,PgR081_g011,PgR085_g055,PgR091_g018,PgR098_g004,PgR116_g008,PgR166_g016,PgR198_g004,PgR335_g001"
GO:MF,GO:0022803,FALSE,passive transmembrane transporter activity,219,11809,7.972474071997859e-6,55,"PgB01_g098,PgB01_g099,PgB04_g083,PgB05_g069,PgB05_g098,PgB10_g063,PgB13_g015,PgB15_g054,PgB20_g017,PgB28_g012,PgB28_g013,PgB30_g008,PgR001X_g130,PgR001X_g203,PgR003_g006,PgR004_g146,PgR006_g058,PgR006_g122,PgR006_g125,PgR007_g013,PgR007_g178,PgR009X_g190,PgR010_g177,PgR011_g157,PgR013_g083,PgR017X_g014,PgR017X_g092,PgR020_g115,PgR021_g060,PgR023_g002,PgR024_g102,PgR026_g001,PgR028_g009,PgR028_g015,PgR028_g017,PgR031_g019,PgR032X_g105,PgR033_g078,PgR034_g019,PgR035X_g007,PgR035X_g077,PgR037_g041,PgR039_g027,PgR041_g093,PgR058_g037,PgR074X_g024,PgR075_g042,PgR081_g011,PgR085_g055,PgR091_g018,PgR098_g004,PgR116_g008,PgR166_g016,PgR198_g004,PgR335_g001"
GO:MF,GO:0015267,FALSE,channel activity,219,11809,7.972474071997859e-6,55,"PgB01_g098,PgB01_g099,PgB04_g083,PgB05_g069,PgB05_g098,PgB10_g063,PgB13_g015,PgB15_g054,PgB20_g017,PgB28_g012,PgB28_g013,PgB30_g008,PgR001X_g130,PgR001X_g203,PgR003_g006,PgR004_g146,PgR006_g058,PgR006_g122,PgR006_g125,PgR007_g013,PgR007_g178,PgR009X_g190,PgR010_g177,PgR011_g157,PgR013_g083,PgR017X_g014,PgR017X_g092,PgR020_g115,PgR021_g060,PgR023_g002,PgR024_g102,PgR026_g001,PgR028_g009,PgR028_g015,PgR028_g017,PgR031_g019,PgR032X_g105,PgR033_g078,PgR034_g019,PgR035X_g007,PgR035X_g077,PgR037_g041,PgR039_g027,PgR041_g093,PgR058_g037,PgR074X_g024,PgR075_g042,PgR081_g011,PgR085_g055,PgR091_g018,PgR098_g004,PgR116_g008,PgR166_g016,PgR198_g004,PgR335_g001"
GO:MF,GO:0042302,TRUE,structural constituent of cuticle,61,11809,3.489224106596632e-5,23,"PgB02X_g144,PgB04_g109,PgB11_g052,PgR002_g184,PgR011_g148,PgR015_g017,PgR019_g135,PgR031_g047,PgR037_g095,PgR045_g016,PgR046_g017,PgR046_g036,PgR059_g044,PgR059_g048,PgR059_g049,PgR071_g040,PgR071_g041,PgR092_g005,PgR098_g006,PgR098_g009,PgR098_g010,PgR137_g014,PgR166_g015"
GO:MF,GO:1901702,FALSE,salt transmembrane transporter activity,149,11809,8.337199087803937e-5,40,"PgB01_g098,PgB01_g099,PgB04_g083,PgB10_g063,PgB15_g054,PgB25_g002,PgB28_g012,PgE081_g004,PgR001X_g130,PgR001X_g203,PgR003_g006,PgR004_g100,PgR006_g058,PgR006_g122,PgR006_g125,PgR007_g013,PgR009X_g190,PgR011_g157,PgR013_g083,PgR015_g066,PgR017X_g014,PgR017X_g096,PgR026_g001,PgR028_g009,PgR028_g015,PgR028_g017,PgR031_g019,PgR032X_g105,PgR034_g063,PgR035X_g077,PgR039_g027,PgR041_g093,PgR058_g037,PgR068_g038,PgR081_g011,PgR091_g018,PgR116_g008,PgR151_g002,PgR166_g016,PgR335_g001"
GO:MF,GO:0015075,FALSE,monoatomic ion transmembrane transporter activity,314,11809,2.2044316090255898e-4,67,"PgB01_g098,PgB01_g099,PgB04_g083,PgB04_g183,PgB05_g069,PgB05_g098,PgB07_g064,PgB10_g063,PgB13_g015,PgB15_g054,PgB20_g017,PgB28_g012,PgB28_g013,PgB30_g008,PgR001X_g130,PgR001X_g203,PgR003_g006,PgR004_g100,PgR004_g146,PgR006_g058,PgR006_g122,PgR006_g125,PgR007_g013,PgR007_g052,PgR007_g178,PgR009X_g190,PgR010_g177,PgR011_g157,PgR013_g083,PgR015_g066,PgR017X_g014,PgR017X_g092,PgR017X_g096,PgR020_g005,PgR020_g007,PgR020_g115,PgR021_g060,PgR023_g002,PgR024_g102,PgR025_g080,PgR026_g001,PgR028_g009,PgR028_g015,PgR028_g017,PgR031_g019,PgR031_g103,PgR032X_g105,PgR033_g078,PgR034_g019,PgR035X_g007,PgR035X_g077,PgR037_g041,PgR039_g027,PgR041_g093,PgR058_g037,PgR074X_g024,PgR075_g042,PgR081_g011,PgR085_g055,PgR091_g018,PgR095X_g004,PgR098_g004,PgR116_g008,PgR151_g002,PgR166_g016,PgR198_g004,PgR335_g001"
GO:MF,GO:0022839,FALSE,monoatomic ion gated channel activity,105,11809,5.470439991981608e-4,30,"PgB05_g069,PgB13_g015,PgB15_g054,PgB20_g017,PgB28_g012,PgB30_g008,PgR001X_g203,PgR004_g146,PgR010_g177,PgR017X_g092,PgR020_g115,PgR021_g060,PgR023_g002,PgR024_g102,PgR026_g001,PgR028_g009,PgR031_g019,PgR033_g078,PgR034_g019,PgR035X_g007,PgR037_g041,PgR039_g027,PgR058_g037,PgR074X_g024,PgR075_g042,PgR081_g011,PgR085_g055,PgR098_g004,PgR198_g004,PgR335_g001"
GO:MF,GO:0022836,FALSE,gated channel activity,105,11809,5.470439991981608e-4,30,"PgB05_g069,PgB13_g015,PgB15_g054,PgB20_g017,PgB28_g012,PgB30_g008,PgR001X_g203,PgR004_g146,PgR010_g177,PgR017X_g092,PgR020_g115,PgR021_g060,PgR023_g002,PgR024_g102,PgR026_g001,PgR028_g009,PgR031_g019,PgR033_g078,PgR034_g019,PgR035X_g007,PgR037_g041,PgR039_g027,PgR058_g037,PgR074X_g024,PgR075_g042,PgR081_g011,PgR085_g055,PgR098_g004,PgR198_g004,PgR335_g001"
